_id;area_id;ratio;name;review_count;stars;categories;Offices & work premises;Shops & consumptive activies;Cafés & restaurants;Nightclubs & bars;Sport stadia & events;Cinemas & concert & theatres;Museums & art galleries;Public mobility;Monuments;Private transports
T9BPck3_4KVJEhAblX15vA;Pittsburgh;-0.0003383331453704748;The Powder Room;11;1.5;Tanning,Beauty & Spas,Hair Salons,Makeup Artists;;1;;;;;;;;
BHHlUVk3K2PbC5azR-sk3A;Pittsburgh;-0.0006002253795652884;Day West Liberty Subaru;17;2.5;Auto Repair,Car Dealers,Auto Parts & Supplies,Automotive;1;;;;;;;;;
w5F7Gz3UGg6TmpKhBCOiaw;Pittsburgh;-0.0001127777151234916;Dom's TV & Appliance;3;3.5;Electronics,Appliances,Home & Garden,Appliances & Repair,Shopping,Local Services;1;1;;;;;;;;
pFmuMpPANaAFQ1PGVv1FeQ;Pittsburgh;-0.00013094611709740678;Billu's Indian Grill;4;3.0;Restaurants,Indian;;;1;;;;;;;
uEsOy9PV5007lvXPOvVezg;Pittsburgh;-0.00013094611709740678;Pennzoil 10 Minute Oil Change;4;3.0;Transmission Repair,Automotive,Oil Change Stations;1;;;;;;;;;
SIJm66InxhHRTcLPB6OwKA;Pittsburgh;-0.00037466994931830517;PointBreezeway;12;5.0;Guest Houses,Hotels & Travel,Venues & Event Spaces,Wedding Planning,Event Planning & Services,Nightlife,Arts & Entertainment,Music Venues;1;;;1;;1;;;;
nj4izgDoJOqTpTlQtZGDvA;Pittsburgh;-0.0001691665726852374;Everett & Hurite;4;3.5;Health & Medical,Doctors;1;;;;;;;;;
J9f-9Prw2YVM-fiZqv2fmQ;Pittsburgh;-0.0028938794459846904;Original Hot Dog Shop;210;3.5;Hot Dogs,Restaurants,Pizza,Burgers;;;1;;;;;;;
a5xUI7TvsNhM5gZr6KowDg;Pittsburgh;-0.004072515191499613;Sesame Inn;93;3.5;Restaurants,Chinese;;;1;;;;;;;
iem-ulfY2cmA8ymNtbQGgA;Pittsburgh;-0.00013094611709740678;Dick's Sporting Goods;5;2.5;Outdoor Gear,Sports Wear,Sporting Goods,Fashion,Shopping;;1;;;;;;;;
wG3GDD8ovrdWMURLGWePcA;Pittsburgh;-0.0004128904049061358;Mr Waterheater Enterprises;10;3.5;Water Heater Installation/Repair,Plumbing,Home Services;1;;;;;;;;;
_pg-UUdktT4VAC9-1L5XiA;Pittsburgh;-3.6336803947830385e-05;Yoga Digs;5;5.0;Active Life,Yoga,Fitness & Instruction;;;;;1;;;;;
oNqZQyYpMmsJNH3TJA4j_w;Pittsburgh;-0.000281944287808729;Hairdressers II;5;5.0;Hair Salons,Beauty & Spas;;1;;;;;;;;
8ISwdpgOEj6rznVvcWGXyA;Pittsburgh;-1.8168401973915193e-05;Cenk Integrated Health & Spine Centers;4;4.0;Medical Centers,Health & Medical;1;;;;;;;;;
o8TpuB5PmdXXYQhG_SxmhQ;Pittsburgh;-0.0006948346927148647;Grande Pizza;14;3.0;Pizza,Restaurants;;;1;;;;;;;
Pp5m0W7nF_OIzA6EkXMEkA;Pittsburgh;-0.0005820569775913732;Howard's Towing & Recovery;21;3.0;Body Shops,Towing,Auto Repair,Automotive;1;1;;;;;;;;
C2mqIEnUWeo1UOcW00nWtA;Pittsburgh;-0.000431058806880051;Station Brake Cafe;15;4.0;Bars,Lounges,Karaoke,Restaurants,Sandwiches,Seafood,Nightlife,American (Traditional);;;1;1;;1;;;;
wcmwxLp53B21f_eZhzSF7g;Pittsburgh;-0.0006578297743409474;Mount Washington;63;4.5;Local Flavor;;;;;;;;;;
R06MTQpLNdsnr5wrCkMXfQ;Pittsburgh;-0.0002380728773008977;Doubleday's;23;3.5;Burgers,Sports Bars,Bars,Restaurants,Nightlife;;;1;1;;;;;;
F_8jMuQXDvCNbD0pbp68Wg;Pittsburgh;-0.0006202774331792038;Verizon;11;3.0;Internet Service Providers,Professional Services,Shopping,Home Services,Mobile Phones,Electronics;1;1;;;;;;;;
ZElIifFslL_948I-hI_ukw;Pittsburgh;-0.0003383331453704748;Zovko Bros;7;3.0;Auto Repair,Automotive;1;;;;;;;;;
eHlpGh5LMjuuJeGAcbYn-Q;Pittsburgh;-0.0001127777151234916;Dana M. Monahan, DDS, LLC;4;4.0;Health & Medical,General Dentistry,Dentists;1;;;;;;;;;
nF5TXLMmC6IJgQxE9CEZPw;Pittsburgh;-0.0058913597321693925;Sun Penang;148;3.0;Malaysian,Restaurants;;;1;;;;;;;
Fbycyr3KEjDQ4wO9AStmvQ;Pittsburgh;-0.0018676987916715253;Cafe Sam;70;4.0;American (New),Restaurants;;;1;;;;;;;
NMvLXVM9fjI5CbtTV3ox6g;Pittsburgh;-5.63888575617458e-05;Bill & Walt's Hobby Shop;3;4.5;Hobby Shops,Shopping,Comic Books,Books,Mags,Music & Video;;1;;;;;;;;
ATwgU_Mn00KBcUJFt_YCuw;Pittsburgh;-0.00011089406348349138;Wellness Associates;8;2.0;Chiropractors,Health & Medical;1;;;;;;;;;
j4jsgp-e315s11ehJfRzAA;Pittsburgh;-0.002111422623892424;The Carlton;82;3.5;Restaurants,Steakhouses,Seafood,Diners,American (Traditional);;;1;;;;;;;
sWgi1O7nBNF7eAjwZBqBXw;Pittsburgh;-5.63888575617458e-05;EMCO Sprinkler Company;3;2.5;Shopping,Home & Garden,Electricians,Nurseries & Gardening,Irrigation,Lighting Fixtures & Equipment,Home Services;1;1;;;;;;;;
vn0wYNms_5PseeYZ6pfLmA;Pittsburgh;-0.00013094611709740678;S&D Cafe;6;5.0;Sandwiches,Coffee & Tea,Cafes,Food,Restaurants;;;1;;;;;;;
4l56EXyCWwPlPXcX9qq-jw;Pittsburgh;-0.0017386363262141187;Dannys Pizza;61;4.0;Restaurants,Sandwiches,Pizza;;;1;;;;;;;
QI0PGXbGkIdInOOBeq6ieQ;Pittsburgh;-0.0015206155025271363;TJ Buffet Sushi and Grill;36;3.0;Japanese,Restaurants,Buffets,Chinese,Sushi Bars;;;1;;;;;;;
pIDc5WPZGhFll6sE6nVvwg;Pittsburgh;-0.0004128904049061358;Salon DeStefino;9;3.0;Hair Salons,Hair Removal,Beauty & Spas;;1;;;;;;;;
SR5HPi7niUHNUmVEYsEudw;Pittsburgh;-0.000149114519071322;Supercuts;7;2.5;Shopping,Men's Hair Salons,Beauty & Spas,Hair Stylists,Barbers,Hair Salons,Cosmetics & Beauty Supply;;1;;;;;;;;
q2WR76q5R2GvE_2gO0ZQZQ;Pittsburgh;-0.0005256681200296274;Platinum Salon;11;4.5;Beauty & Spas,Hair Salons;;1;;;;;;;;
aEXVacFIyBb0b_XbxCuyIg;Pittsburgh;-1.8168401973915193e-05;Dave's Towing;3;1.0;Towing,Automotive;1;;;;;;;;;
OohsWZ3A0bo8y6N6vi6ePA;Pittsburgh;-0.00035650154734439;Anthony's Pizza;13;3.0;Pizza,Restaurants;;;1;;;;;;;
KF1ngA96RBiRM5h8V7IQ2g;Pittsburgh;-0.001351448929841899;Cool Ice Taipei Kitchen;30;4.0;Taiwanese,Restaurants,Ice Cream & Frozen Yogurt,Food,Chinese;;;1;;;;;;;
FO2SNKF9I8mvTCAvbClJZQ;Pittsburgh;-0.0001691665726852374;Pizza Palermo;4;1.0;Restaurants,Pizza;;;1;;;;;;;
bqW0f0RigwpYyz1lbxhHlw;Pittsburgh;-0.005095596656958863;Penn Brewery;201;3.5;German,Breweries,Restaurants,Food,Event Planning & Services,Venues & Event Spaces;1;;1;;;1;;;;
xi8D-CjJlH7ge1CgMfkdTg;Pittsburgh;-0.0001691665726852374;Residences of South Hills - Greystar;4;1.0;Apartments,Home Services,Real Estate;1;;;;;;;;;
CNs_8drkTel1FD64Q4UTyg;Pittsburgh;-0.000598341727925288;Esspa Kozmetika Organic Skincare;21;3.0;Beauty & Spas,Skin Care,Hair Removal,Day Spas,Massage;;1;;;;;;;;
sYneggodKLkckjBu_aH5Pw;Pittsburgh;3.822045558783061e-05;Tina's Hair Designs;3;2.5;Hair Salons,Beauty & Spas;;1;;;;;;;;
zYzkwEGqHgLNrCE_rKhMDg;Pittsburgh;-0.0002255554302469832;Nails By Karen;7;4.5;Beauty & Spas,Nail Salons;;1;;;;;;;;
-eocJ0ugt1rEDZj160Xhrg;Pittsburgh;-0.0002437238322208984;Goldfish Swim School - Wexford;11;4.0;Specialty Schools,Active Life,Swimming Pools,Fitness & Instruction,Swimming Lessons/Schools,Education;1;;;;1;;;;;
MPjwZL8DHKCEbFw8LYiAIA;Pittsburgh;-0.0001691665726852374;Subway;3;3.0;Fast Food,Sandwiches,Restaurants;;;1;;;;;;;
s0HXXbiItSvVQBLvyckeRA;Pittsburgh;-0.0005074997180557122;Dairy Queen;10;2.5;Food,Ice Cream & Frozen Yogurt;;;1;;;;;;;
MFaerBsWIA2du9kHGeKDeA;Pittsburgh;-0.0006002253795652884;Europe Nails;15;2.5;Beauty & Spas,Nail Salons;;1;;;;;;;;
FIIIQplC7gkEW2kyRGSFxg;Pittsburgh;2.0052053613915415e-05;Madison's Bar and Grill;4;3.0;Restaurants,Bars,American (Traditional),Salad,Nightlife;;;1;1;;;;;;
-7bvsSGKnY6O-JmSWc5V6g;Pittsburgh;-0.00039472200293222057;Nine Stories;10;4.5;Books,Mags,Music & Video,Bookstores,Shopping;;1;;;;;;;;
dwAtKEutQKgCvb7wSSU8Kw;Pittsburgh;-0.0008821696673740174;Top Gear Bicycle Shop;21;4.0;Shopping,Sporting Goods,Bike Repair/Maintenance,Bikes,Local Services;1;1;;;;;;;;1
rxpiO3CB5323XsBVzMB7nw;Pittsburgh;-0.0005801733259513729;Kerber's Dairy;18;4.0;Food,Ice Cream & Frozen Yogurt;;;1;;;;;;;
ODhngitoIH2g37TWtNaxpw;Pittsburgh;-0.0003383331453704748;Art F X;6;4.0;Beauty & Spas,Tattoo,Piercing;;1;;;;;;;;
Go030M_vCtfNBTMCyZOTcw;Pittsburgh;-0.00031828109175655934;Specialty Luggage;11;4.0;Shopping,Flowers & Gifts,Luggage;;1;;;;;;;;
eDY9g4_uMX_uMuUzWAFqfg;Pittsburgh;-7.4557259535661e-05;Today's Tiffany Home Decor And More;3;2.5;Lighting Fixtures & Equipment,Jewelry,Home Services,Furniture Stores,Shopping,Home & Garden,Home Decor;1;1;;;;;;;;
lANErA3v8e2VYzMvLzWN7w;Pittsburgh;-0.00013094611709740678;Alco Parking - West General Robinson Street Garage;4;4.0;Automotive,Parking,Public Transportation,Hotels & Travel,Transportation;1;;;;;;;1;;
fMr9T_YnJ2k-mGo4a9aIQw;Pittsburgh;-0.00020550337663306778;Alberta Modern Hair;7;3.0;Hair Salons,Beauty & Spas;;1;;;;;;;;
gEXjlzGE_-OIX4rFWGB4CA;Pittsburgh;-0.00022367177860698297;Roto-Rooter Plumbing & Water Cleanup;15;3.0;Plumbing,Home Services,Water Heater Installation/Repair,Damage Restoration;1;;;;;;;;;
TjJdpI5XX2zwHmXQbnEWeQ;Pittsburgh;-0.0006202774331792038;Gyros N'at;14;4.5;Cafes,Restaurants,Food,Street Vendors,Food Stands,Food Trucks;;1;1;;;;;;;
63iOXcDVSr8Jm0C8mjzo6g;Pittsburgh;-0.000281944287808729;McDonald's;6;1.5;Restaurants,Burgers,Fast Food,Hot Dogs;;;1;;;;;;;
OGARoKckCz_DUk6A8aEtzw;Pittsburgh;-0.000563888575617458;Zen Social Club;9;2.5;Venues & Event Spaces,Nightlife,Arts & Entertainment,Event Planning & Services,Dance Clubs,Music Venues;1;;;1;;1;;;;
163fCdtWaQAWg1Z1281v7w;Pittsburgh;-7.4557259535661e-05;Foreign Fix;4;4.0;Auto Repair,Auto Detailing,Body Shops,Automotive;1;1;;;;;;;;
X6Ld6HChDrQN_4X6V_7VQQ;Pittsburgh;-0.0002437238322208984;Ham N Eggers Diner;6;4.0;Restaurants,Breakfast & Brunch,Diners,Sandwiches;;;1;;;;;;;
gCZAYkIcRjNYYRHQ9htpJQ;Pittsburgh;-0.00285012872711512;Bella Luna Trattoria;77;3.5;Restaurants,Italian;;;1;;;;;;;
EUgHFeAvock2Ut3iWPlG8Q;Pittsburgh;-0.00011089406348349138;Taco Bell;9;2.0;Fast Food,Mexican,Tex-Mex,Restaurants;;;1;;;;;;;
kxXuthvJvKZ_mS5UA3JrLQ;Pittsburgh;-0.0006146264782592031;Cala Lily Restaurant And Bar;32;4.0;American (New),Seafood,Bars,Lounges,Restaurants,Mediterranean,Nightlife;;;1;1;;;;;;
F-xrInMjPTmOc_-a7_AH6A;Pittsburgh;-0.00035650154734439;JCPenney;8;3.0;Women's Clothing,Baby Gear & Furniture,Men's Clothing,Fashion,Shopping,Department Stores;;1;;;;;;;;
jPWGcicuwRxciN5WGhz_wQ;Pittsburgh;-0.0013802511272297286;Simpatico Espresso;58;4.5;Juice Bars & Smoothies,Food,Coffee & Tea;;;1;;;;;;;
lE68i-3i1UvIEO7mW2vbJA;Pittsburgh;-0.0001127777151234916;Weinstein Imaging Associates;3;3.5;Diagnostic Imaging,Diagnostic Services,Doctors,Health & Medical;1;;;;;;;;;
FFQ-DXkwD4uE9Eh6-769Pg;Pittsburgh;2.0052053613915415e-05;Seven Eleven Penn Avenue;3;1.5;Convenience Stores,Food;1;;;;;;;;;
HKExCPp1uxyQY1jlfYAhkA;Pittsburgh;-0.0007330551483026954;The South Side BBQ Restaurant;14;3.5;Restaurants,Barbeque;;;1;;;;;;;
gJhfP2eBPrPgEsfjOOVKTA;Pittsburgh;-0.000281944287808729;Havana;5;3.5;Bars,Nightlife;;;;1;;;;;;
5Tu0bBjzMYoNwj7ZJ-6EBg;Pittsburgh;-0.0015149645476071356;Altar Bar;50;3.0;Nightlife,Bars,Arts & Entertainment,Music Venues;;;;1;;1;;;;
zOP3oRiUR6DP6o9mQ4JYGg;Pittsburgh;-0.0005438365220035426;Bootleggers;15;3.0;Bars,Dive Bars,Nightlife;;;;1;;;;;;
hC4GGbGfpp1xfH47fZDDiA;Pittsburgh;-0.0001127777151234916;Stride Away Equestrian Center;3;5.0;Horseback Riding,Active Life;;;;;1;;;;;
8PketBhi3DllXR6hM2xsCw;Pittsburgh;-0.00018733497465915259;Mellon Square;5;4.0;Parks,Active Life;;;;;;;;;;
7QhYLKgSuBur1SMgms_-wQ;Pittsburgh;-0.0002255554302469832;Trinity Jewelers;4;5.0;Shopping,Jewelry;;1;;;;;;;;
5ry-n1zoefQQHczi7nBC-w;Pittsburgh;-0.0007894440058644411;Sassy's Nail Spa;19;3.0;Beauty & Spas,Nail Salons;;1;;;;;;;;
77N3luh2YzfJFJGFIfqqbw;Pittsburgh;-0.002082620426504594;Duke's Upper Deck Cafe;50;3.5;American (New),Nightlife,Pubs,Bars,Restaurants;;;1;1;;;;;;
fb5HMxDHxNI7tEcAOTgX3Q;Pittsburgh;-0.00039472200293222057;Restoration Hardware;7;3.5;Shopping,Home & Garden,Furniture Stores;;1;;;;;;;;
-ySaJC9irFPbJvEVPMe0sw;Pittsburgh;-0.0006202774331792038;Alex and Ani Pittsburgh;12;3.5;Jewelry,Fashion,Accessories,Shopping;;1;;;;;;;;
bpvv9BpcTlkLeMbYSQZDsw;Pittsburgh;-7.4557259535661e-05;SteamMasters;5;4.5;Shopping,Local Services,Home & Garden,Home Services,Carpet Cleaning,Home Cleaning,Air Duct Cleaning;1;1;;;;;;;;
BNeS_hZfmdQWsqewj-LuDA;Pittsburgh;-0.002008063166968933;Ting's Kitchen;52;4.5;Chinese,Taiwanese,Szechuan,Restaurants;;;1;;;;;;;
KCjUVqd1wSuK1AK0RbWczg;Pittsburgh;-0.0010695046420331699;Target;25;3.5;Department Stores,Fashion,Shopping;;1;;;;;;;;
i6x-Wf2uvx4YydJpPmaXmg;Pittsburgh;-0.0013457979749218983;Dozen Cupcakes;44;3.5;Bakeries,Desserts,Food;;;1;;;;;;;
L11s10GOzc_0uL0VRtyugw;Pittsburgh;-0.0001127777151234916;Rive Nail Skin Care Spa;4;5.0;Hair Removal,Skin Care,Waxing,Nail Salons,Beauty & Spas,Day Spas;;1;;;;;;;;
7B-xM_3t9NKebmkEodw3CQ;Pittsburgh;-0.0006202774331792038;Mr Hoagie;11;3.5;Fast Food,Restaurants;;;1;;;;;;;
yV3ak7F2t3n8SO7QsvLgEA;Pittsburgh;-0.002029998872222849;Cinemark;37;4.5;Cinema,Arts & Entertainment;;;;;;1;;;;
WQtacDLMzqmWC4Ks6cMyFQ;Pittsburgh;-0.0001691665726852374;Fellini's Pizzeria;3;4.5;Restaurants,Sandwiches,Pizza;;;1;;;;;;;
ib5h1C7xgmZN47HjfWXPCQ;Pittsburgh;2.0052053613915415e-05;Quilters Depot;3;2.0;Local Services;;;;;;;;;;
XP5xYARH0WB3eW_AmICbPA;Pittsburgh;-0.0001127777151234916;Bram Cleaning & Tailoring;3;3.0;Laundry Services,Local Services,Dry Cleaning & Laundry;1;;;;;;;;;
40RqHzPLHxDX53R0aTWcwQ;Pittsburgh;-0.0006766662907409496;Greentree Animal Clinic;14;4.0;Veterinarians,Pets;1;;;;;;;;;
WGK1Q4kCJ9Vw7UaZKHj8ww;Pittsburgh;-0.0001691665726852374;Kmart Super Centers;3;4.5;Fashion,Shopping,Department Stores;;1;;;;;;;;
zJ-V2GZ9q7UkwYFl3G116w;Pittsburgh;-0.001502447100553221;Olive Garden Italian Restaurant;32;3.5;Wine Bars,Nightlife,Bars,Salad,Restaurants,Italian;;;1;1;;;;;;
0gx_juo0ehtt5Iaz0N_Q3g;Pittsburgh;2.0052053613915415e-05;RDLFITNESS;4;5.0;Active Life,Fitness & Instruction,Gyms,Trainers;;1;;;1;;;;;
BpU9-wcOWyKcVtkvnfRazA;Pittsburgh;-0.0001127777151234916;Wok & Grill;3;3.0;Restaurants;;;1;;;;;;;
iKbtAQz2rUu99PgJvcx2Jg;Pittsburgh;-0.002816891112021203;Burgatory;113;4.0;Bars,Restaurants,Burgers,Nightlife,Cocktail Bars;;;1;1;;;;;;
1jKF78-6D8tpyimNTrMDVw;Pittsburgh;-0.00013094611709740678;Michaels;4;2.5;Knitting Supplies,Arts & Crafts,Hobby Shops,Art Supplies,Shopping;;1;;;;;;;;
dHiq1JliKgh_3z-KnTpCaA;Pittsburgh;-0.0001127777151234916;Roxanne's Catering;3;4.0;Restaurants,Soul Food,Food,Caterers,Seafood,Southern,Event Planning & Services;1;;1;;;;;;;
vGQxPGvI4QLtupSAxO8c7Q;Pittsburgh;-0.0007512235502766105;Bantha Tea Bar;18;4.5;Tea Rooms,Food;;;1;;;;;;;
8EZZKsZ9Iuwz7Lem9NfN_w;Pittsburgh;-0.0002255554302469832;Goodyear Auto Service Center;4;2.0;Auto Repair,Oil Change Stations,Automotive,Tires;1;;;;;;;;;
VtxiIv-VIOp3NIpE5tQQIw;Pittsburgh;-0.000563888575617458;Getgo;10;3.5;Food,Convenience Stores,Gas Stations,Automotive;1;;;;;;;;;
dWB0HT1nXQ2N8n3bvPKJuQ;Pittsburgh;-0.0008238971581722714;John's Chinese & Sushi Restaurant;28;4.0;Restaurants,Sushi Bars,Chinese;;;1;;;;;;;
bAHDSbpJE3kKJkW9OBgOyw;Pittsburgh;-0.0003345658420904744;Bellisario's Auto Body;25;4.5;Automotive,Auto Repair,Body Shops;1;1;;;;;;;;
82_4u3Toy7vB8imnJ-cCnQ;Pittsburgh;5.8272509201746015e-05;Super 8 Pittsburgh/Monroeville;6;2.5;Event Planning & Services,Hotels & Travel,Hotels;1;;;;;;;;;
Ql8pMRlsFKNr-bqMItpj5Q;Pittsburgh;-0.0005801733259513729;European Wax Center;24;4.5;Skin Care,Waxing,Beauty & Spas,Hair Removal;;1;;;;;;;;
mnI_n7A8sxgOSmtgI3wzQQ;Pittsburgh;-0.003768635198436967;Amazing Cafe;96;4.5;Sandwiches,Vegetarian,Gluten-Free,Cafes,Juice Bars & Smoothies,Vegan,Salad,Food,Restaurants;;;1;;;;;;;
9GA2gmLV4NX2oJkuz6fdcA;Pittsburgh;-0.0007474562469966102;Garage Door Saloon;33;3.0;Sports Bars,Dive Bars,Pizza,Restaurants,Nightlife,Bars,Cocktail Bars;;;1;1;;;;;;
wht5FaGi7r86WKW7-VX2lQ;Pittsburgh;-0.00013094611709740678;Today's Market;4;5.0;Food,Health Markets,Specialty Food;1;;1;;;;;;;
2wGXR2aHOCNJpV4pWU5Zxg;Pittsburgh;-0.00039472200293222057;Fitzy's Putt-N-Go;8;2.0;Mini Golf,Active Life;;;;;1;;;;;
_PKa6Dj06Q2AHKGkpJ7GnA;Pittsburgh;-0.0006728989874609492;Z-Best BBQ;28;4.5;Barbeque,Restaurants;;;1;;;;;;;
bAOWxEeLaQre59MKZiFEIg;Pittsburgh;-0.0019335059074332723;Marisqueira Mediterranean Bistro;43;3.5;Seafood,Restaurants,Mediterranean,Portuguese;;;1;;;;;;;
sirrm86qpDQeTM8JmA9mAQ;Pittsburgh;7.644091117566121e-05;Finleyville Flower Shoppe;4;3.0;Flowers & Gifts,Shopping,Florists;;1;;;;;;;;
