_id;area_id;ratio;name;review_count;stars;categories;Offices & work premises;Shops & consumptive activies;Cafés & restaurants;Nightclubs & bars;Sport stadia & events;Cinemas & concert & theatres;Museums & art galleries;Public mobility;Monuments;Private transports
kgAFhUm4sim7RPnNDvSZew;Cleveland;-0.0002500293794118339;Papa John's Pizza;7;1.0;Pizza,Restaurants;;;1;;;;;;;
romgQ86SUEloWN3RcE-WQA;Cleveland;-0.0002500293794118339;Ganley's Mayfield Nissan;10;3.0;Used Car Dealers,Auto Repair,Car Dealers,Automotive;1;;;;;;;;;
BQwOjb8XH_Mlz75HnOoJYQ;Cleveland;7.614406457016675e-05;B & B Sports Cards;3;5.0;Hobby Shops,Shopping;;1;;;;;;;;
thFG6fpgVR1CEWGdj489kg;Cleveland;1.8523782230783293e-05;Blossom Shoppe;4;5.0;Florists,Shopping,Flowers & Gifts;;1;;;;;;;;
tKiPXxot_ckdlQlv1QNpPA;Cleveland;-5.762028233938346e-05;Bryan's Marathon;3;5.0;Gas Stations,Automotive,Auto Repair;1;;;;;;;;;
93_7V-WsgBd8-s_c9_VchQ;Cleveland;-0.0001358132825565838;Old School Iron Gym;10;5.0;Active Life,Fitness & Instruction,Gyms;;1;;;1;;;;;
mRoCnoKlqy540taSkn1_CA;Cleveland;-0.00042289022642998434;Roto-Rooter Plumbing & Water Cleanup;13;3.5;Damage Restoration,Plumbing,Water Heater Installation/Repair,Home Services;1;;;;;;;;;
gchI4BdZ76teMX9BsI2H-w;Cleveland;-0.00011626503250228371;Maria's Family Restaurant;9;2.5;Steakhouses,Salad,Italian,Restaurants,Breakfast & Brunch,Seafood,American (New);;;1;;;;;;;
kBPTppCc9SBNVyEry2l74g;Cleveland;-0.00023048112935753384;Aldi;5;4.0;Grocery,Food;1;;;;;;;;;
NVzyNCSHRbOe0x1A74I61w;Cleveland;-0.00023048112935753384;Westshore Pizza & Cheesesteaks;5;2.5;Pizza,Restaurants,Cheesesteaks;;;1;;;;;;;
NkK79tpKyksJY7HlK6epXw;Cleveland;-0.00017286084701815038;Mike's Barber Shop;5;3.5;Beauty & Spas,Barbers;;1;;;;;;;;
Tvg8i6x2DOqC1KDi3w4KBw;Cleveland;1.8523782230783293e-05;Sturbridge Square Apartments;3;3.5;Apartments,Real Estate,Home Services;1;;;;;;;;;
6_WrAhRjWMZ3t8ZFGYdxBQ;Cleveland;-0.00034572169403630077;Bangs Salon;7;3.0;Eyebrow Services,Beauty & Spas,Hair Salons;;1;;;;;;;;
kyphxFtMIC6w7ktg-fwxWA;Cleveland;-0.0017872532203444043;Panera Bread;41;2.0;Food,Salad,Sandwiches,Restaurants,Breakfast & Brunch,Bagels,Soup;;;1;;;;;;;
YT9zQ9dL4sFZg0Y8IPK6CQ;Cleveland;-0.003227760278828991;Souper Market;61;4.5;Restaurants,Vegetarian,Soup;;;1;;;;;;;
wkUVdJTeWQiY7U-gOOMYWQ;Cleveland;-0.0009620454853622524;Facelogic Spa;27;3.5;Beauty & Spas,Day Spas,Skin Care;;1;;;;;;;;
LfpSzyou33GLK4gsn4Rf6w;Cleveland;-0.000134788814733067;Chiropractic Health Services;4;5.0;Health & Medical,Chiropractors;1;;;;;;;;;
marOQtgf5NjgYrSonbquNQ;Cleveland;-0.00034572169403630077;Rocky River Med Spa - The Fountain Clinic;8;2.0;Tattoo Removal,Doctors,Skin Care,Massage Therapy,Health & Medical,Laser Hair Removal,Cosmetic Surgeons,Hair Removal,Beauty & Spas,Medical Spas;1;1;;;;;;;;
MWcN6qLWTfRJqLySxwJNqQ;Cleveland;-0.0015001762764710036;Kabob Place;42;4.0;Middle Eastern,Restaurants,Indian,Food,American (New),Afghan;;;1;;;;;;;
Thfgsj3aiwyFvJ8PZ0ZUxA;Cleveland;-0.00021195734712675055;Miranda's Vintage Bridal;12;5.0;Fashion,Accessories,Jewelry,Sewing & Alterations,Local Services,Bridal,Shopping;1;1;;;;;;;;
rwKSKNRKXVERaltnjVltEA;Cleveland;-0.0009795447997695188;Arcade Pizza;18;3.5;Pizza,Fast Food,Restaurants;;;1;;;;;;;
Y8L-n2BUbCr31by8eYBazg;Cleveland;1.8523782230783293e-05;Banya Tamazonka;4;4.0;Day Spas,Restaurants,Beauty & Spas,Massage,Russian;;1;1;;;;;;;
GgtVdnpswkydmT709g87Mg;Cleveland;-7.716853239368355e-05;Artists Uncorkd;3;4.5;Arts & Entertainment,Specialty Schools,Education,Art Schools;1;;;;;;;;;
oCsMUWF8gudHBE4lga0Bpw;Cleveland;-0.0002500293794118339;Domino's Pizza;7;2.5;Pizza,Restaurants,Chicken Wings,Sandwiches;;;1;;;;;;;
kuvpCp2cr3nOxDGaWR6tFQ;Cleveland;-0.0002500293794118339;Sam's Club Members Only;6;3.5;Wholesale Stores,Shopping;;1;;;;;;;;
UfF34c3RxxqYg4sXfte8gQ;Cleveland;-0.0002881014116969173;Koski DePaul Dental Group;5;5.0;Dentists,General Dentistry,Oral Surgeons,Health & Medical,Cosmetic Dentists;1;;;;;;;;;
HIvLwkEYuGRtI17H2x7RuQ;Cleveland;-0.0030641196422224915;Bold Food & Drink;114;4.0;American (New),Nightlife,Restaurants,Bars;;;1;1;;;;;;
d_cDUNNrt7046lrxAE04vA;Cleveland;-0.0002891258795204341;Dunkin' Donuts;12;2.5;Food,Coffee & Tea,Donuts;;;1;;;;;;;
mYeUwj1BlhJTaHd1Uo6PUA;Cleveland;-0.00017286084701815038;Kimo's Sushi Shop;3;4.0;Restaurants,Sushi Bars;;;1;;;;;;;
EzCQZSXKlqgnsoMIuu7LyA;Cleveland;-0.0004609622587150677;Lakewood Family Health Center - Cleveland Clinic;8;3.5;Health & Medical,Internal Medicine,Doctors,Surgeons,Cardiologists;1;;;;;;;;;
5w308TrL-7RQERpZmHSYow;Cleveland;-0.00034572169403630077;West Shore Family Branch YMCA;6;3.0;Child Care & Day Care,Local Services,Community Centers,Gyms,Active Life,Fitness & Instruction,Kids Activities,Public Services & Government,Swimming Pools;1;1;;;1;;;;;
NlBifQZCNUAnbuo_wKIVpg;Cleveland;-0.0013262909616293364;Bada Bing Pizza;31;4.5;Pizza,Italian,Restaurants;;;1;;;;;;;
RfZjZ1SPN69s7xhlP_QeMQ;Cleveland;-0.00023048112935753384;Fred's Breads and More;4;4.0;Bakeries,Food;;;1;;;;;;;
roK6f1bMuKG3XC-r01Oo5w;Cleveland;-0.00017286084701815038;Chagrin Lagoons Yacht Club;3;4.5;Country Clubs,Arts & Entertainment;;;;1;;;;;;
fYE_cVhZmIdONYEKnwKP_A;Cleveland;-5.762028233938346e-05;Nice Ride Auto Wholesale;3;5.0;Car Dealers,Automotive;1;;;;;;;;;
y4giWpQy1TYYX7sZOk9NNg;Cleveland;-0.00017286084701815038;Wendy's;5;2.0;Burgers,Fast Food,Restaurants,Hot Dogs;;;1;;;;;;;
H10R4bK0-8nOFws_TsSdLA;Cleveland;-0.0003652699440906008;Anytime Appliance Repair;13;4.5;Local Services,Home Services,Heating & Air Conditioning/HVAC,Appliances & Repair;1;;;;;;;;;
a1DFzgQRYAmfA5o1fDVPEQ;Cleveland;-0.00040334197637568423;Insomnia Cookies;7;2.5;Desserts,Food,Food Delivery Services,Ice Cream & Frozen Yogurt;1;;1;;;;;;;
ib0cmmBquUJ0xHcsIRQthQ;Cleveland;0.00043629166954318365;Best Western Plus Lawnfield Inn & Suites;21;4.5;Event Planning & Services,Hotels & Travel,Hotels;1;;;;;;;;;
NkvCJDNKLORDNytvebhU-Q;Cleveland;-0.0002510538472353507;American Freight Furniture and Mattress;12;3.0;Home & Garden,Mattresses,Home Decor,Furniture Stores,Shopping;1;1;;;;;;;;
Hv15VTPEUKQCMjfHVN-HgA;Cleveland;-7.716853239368355e-05;The Attention Center;3;2.5;Health & Medical,Counseling & Mental Health;1;;;;;;;;;
RBxjXB7TJ5REc-msNuN2YA;Cleveland;-7.716853239368355e-05;Bradley Cohn, DDS;3;2.5;General Dentistry,Orthodontists,Health & Medical,Oral Surgeons,Dentists,Cosmetic Dentists;1;;;;;;;;;
D4Y0K_IHImGngs-rnNiEXw;Cleveland;-0.00017286084701815038;Office;3;3.5;;;;;;;;;;;
lriyEwWKxTzoO0HrMZfIlA;Cleveland;-0.00011524056467876692;Budget HVAC;3;2.0;Home Services,Heating & Air Conditioning/HVAC;1;;;;;;;;;
pIGh1N_7LGD4wEgWmIai2w;Cleveland;-0.000134788814733067;Men's Wearhouse;4;4.0;Plus Size Fashion,Men's Clothing,Shopping,Fashion,Formal Wear;;1;;;;;;;;
LdHtEVDZQhlz2N98IqcYUg;Cleveland;-0.00034572169403630077;Taco Bell;7;2.5;Restaurants,Tex-Mex,Fast Food,Mexican;;;1;;;;;;;
_wpUUDnJwrn7eSYAjnv7WA;Cleveland;-0.0027102022055980565;Brothers Lounge;60;4.0;Lounges,Jazz & Blues,Bars,Arts & Entertainment,Music Venues,Restaurants,Nightlife;;;1;1;;1;;;;
Ub-RrbQWAV_JuVyYixynfg;Cleveland;5.557134669234988e-05;Villa Fresh Italian Kitchen;11;2.5;Pizza,Restaurants,Italian;;;1;;;;;;;
p_XtmpNFVlUClWdjBVWKlw;Cleveland;-0.00011524056467876692;Petco;5;2.5;Pet Services,Pet Stores,Pet Groomers,Pets,Pet Training;1;1;;;;;;;;
z71IqTCbQW7uzw2H2T1QrA;Cleveland;-0.003959324634833709;87 West 2;89;4.0;Bars,Restaurants,Wine Bars,American (New),Nightlife;;;1;1;;;;;;
9SenDJswlHJNiplCfiZs_g;Cleveland;-0.00023048112935753384;Awareness Massage and Wellness Center, LLC;7;5.0;Health & Medical,Massage Therapy;1;1;;;;;;;;
WYzPWifJZg18BhJW8MrmXg;Cleveland;3.807203228508338e-05;Spring & Sprout Pediatric Dentistry;3;5.0;Dentists,General Dentistry,Pediatric Dentists,Orthodontists,Doctors,Health & Medical;1;;;;;;;;;
CvP516pjOdcJJkaMjl8rPw;Cleveland;-0.0004609622587150677;China Kitchen II;10;3.5;Chinese,Restaurants;;;1;;;;;;;
OttGHPx9u299-1J-vmpxiA;Cleveland;-0.00017286084701815038;Skelly's Bar & Grill;3;4.0;Dive Bars,Bars,Nightlife;;;;1;;;;;;
a2gWPZZC0N3d_xGttDm6ow;Cleveland;-0.00023048112935753384;Peter B Lewis Aquatic & Therapy Center;4;2.0;Active Life,Health & Medical,Swimming Pools,Physical Therapy;1;;;;1;;;;;
dEBcXzNiY9UV3OBsZhEDaQ;Cleveland;-0.00019240909707245047;Lyndhurst Luggage & Shoe Repair;6;3.0;Sewing & Alterations,Luggage,Shopping,Shoe Repair,Local Services;;1;;;;;;;;
GGwxKT9nErLDH5T9tmcD4Q;Cleveland;-0.00034572169403630077;Cleveland Public Library - Jefferson;7;4.5;Public Services & Government,Libraries;;;;;;;1;;;
YBxThPNsPWjXZX9jS7EgtQ;Cleveland;-1.9548250054300084e-05;Ryan Homes;3;2.0;Contractors,Home Services;1;;;;;;;;;
xztEzfOUC2C_UuP8504tNA;Cleveland;-0.00011524056467876692;Garfield Memorial United Methodist Church;3;5.0;Religious Organizations;;;;;;;;;;
PAXUkXtz3YbzNZYlSTuMhA;Cleveland;-1.9548250054300084e-05;Hudec Dental Associates;3;1.0;Health & Medical,Dentists;1;;;;;;;;;
ghWZ2gBeCbrWOns68afDJw;Cleveland;-0.00017286084701815038;United Dairy Farmers;3;3.0;Food,Ice Cream & Frozen Yogurt;;;1;;;;;;;
lWcNGBfOzdnpHgpAq7plMQ;Cleveland;-0.00040334197637568423;Danny Mac's;7;3.0;Nightlife,Bars;;;;1;;;;;;
kfbBBxJg-oatbY-YHf7qpw;Cleveland;-0.0011575279859052533;Mavis Winkle's Irish Pub;50;3.5;Restaurants,Bars,Irish,Pubs,Nightlife;;;1;1;;;;;;
3m27fWqn0KBnGpi30hdtrA;Cleveland;-0.00019240909707245047;Johnson Michael A DDS;5;4.5;Dentists,Health & Medical,General Dentistry;1;;;;;;;;;
Xk05B3MApfGZB-s3vQkuyA;Cleveland;0.00011421609685525013;Cleveland Jet Center;3;3.5;Hotels & Travel,Airports;;;;;;;;1;;
UKONtqenZ56MP53Z-hVyZg;Cleveland;-0.00011524056467876692;Verne & Ellsworth Hann;4;2.0;Plumbing,Heating & Air Conditioning/HVAC,Home Services;1;;;;;;;;;
hZJw3wCXWU2m3miaOinznQ;Cleveland;-0.0005957510734481348;Joseph's Hair & Nail Salon;13;2.5;Beauty & Spas,Hair Extensions,Nail Salons,Day Spas,Tanning,Hair Salons,Eyelash Service,Hair Removal;;1;;;;;;;;
zAnYxgkDJDxCBZmmm-kISA;Cleveland;-1.9548250054300084e-05;Sofia's African Hair Braids Salon;3;4.5;Hair Salons,Hair Extensions,Beauty & Spas;;1;;;;;;;;
JsSo9YM4LIT2AuAG24xbew;Cleveland;-0.0003662944119141177;Radiant Bride;21;5.0;Bridal,Shopping;1;1;;;;;;;;
0rrVAvYeo_NYZyL26deFOw;Cleveland;-0.00011524056467876692;Mark's Cleaning Service;3;5.0;Carpet Cleaning,Home Cleaning,Home Services,Window Washing,Local Services;1;;;;;;;;;
Ur4eYOFq4qVLHkZJNmcqfQ;Cleveland;-0.007576000979101667;Prosperity Social Club;182;4.0;Restaurants,Pubs,Bars,Breakfast & Brunch,Nightlife;;;1;1;;;;;;
WxQFr9xKubSeDDY8EKTpYg;Cleveland;-0.0005762028233938346;Robeks;10;3.5;Juice Bars & Smoothies,Food;;;1;;;;;;;
dmzwPu_wKO9LRfdsaiwOjw;Cleveland;3.807203228508338e-05;Nails By Roza;3;1.0;Nail Salons,Skin Care,Beauty & Spas;;1;;;;;;;;
2LjAiVBWQefB2oT0mkYBFQ;Cleveland;-0.0005185825410544512;Marc's Stores;9;3.5;Shopping,Fruits & Veggies,Discount Store,Health & Medical,Drugstores,Grocery,Pharmacy,Food,Specialty Food;1;1;1;;;;;;;
l3SBg8iCNN_4-dnV0Wk4fg;Cleveland;-0.0005185825410544512;Brew 133;11;3.0;Arts & Entertainment,Bars,Burgers,Nightlife,Music Venues,Restaurants;;;1;1;;1;;;;
XMPBg6r_LqZhy9Cf-4ZJrA;Cleveland;-0.0007686119204662851;Panera Bread;18;2.5;Salad,Bagels,Soup,Sandwiches,Food,Breakfast & Brunch,Restaurants;;;1;;;;;;;
z_zyOfFO-OIYgCR5hstyTw;Cleveland;-0.0008663531707377855;Mama Fu's Asian House;26;3.0;Restaurants,Vietnamese,Asian Fusion,Chinese;;;1;;;;;;;
rPFNOLQ-XljZkoD9jowl8Q;Cleveland;-7.716853239368355e-05;Bill Kap Piano;3;3.5;Piano Stores,Local Services,Shopping,Home Services,Musical Instrument Services,Musical Instruments & Teachers,Movers;1;1;;;;;;;;
Jwa6JhtkYq46jZG_UZriZQ;Cleveland;-0.00034572169403630077;The Little Birdie Wine Nest;6;5.0;Nightlife,Paint & Sip,Bars,Wine Bars,Arts & Entertainment;;1;1;1;;;;;;
XTumKkL8Ns3StEvW1nwcow;Cleveland;-0.00017286084701815038;Fazio's Restaurant;4;2.0;Seafood,American (New),Steakhouses,Restaurants;;;1;;;;;;;
8QHpkczQFY23_zN0v1jx4A;Cleveland;-0.0003652699440906008;Lady Jane's Hair Cuts For Men;9;4.0;Beauty & Spas,Hair Salons;;1;;;;;;;;
eUxY9-SyEvCaAJZSNTHw5Q;Cleveland;-0.00011524056467876692;American Plumbing;4;3.0;Home Services,Heating & Air Conditioning/HVAC,Plumbing,Contractors;1;;;;;;;;;
qGwz_gJIZdRs4vTPcaIg9w;Cleveland;-8.741321062885154e-05;Hilton Cleveland Downtown;61;4.0;Hotels & Travel,Hotels,Event Planning & Services;1;;;;;;;;;
GmghE_tUm1OfBH0B0sPRdg;Cleveland;-5.762028233938346e-05;Rita Abdallah;3;5.0;Health & Medical,Supernatural Readings,Arts & Entertainment,Professional Services,Education,Counseling & Mental Health,Life Coach;1;;;;;;;;;
AE7JXkp6Mx_6vohr-dD8fw;Cleveland;-0.0002881014116969173;Ridgewood Family YMCA;5;3.0;Fitness & Instruction,Active Life,Gyms,Trainers,Swimming Pools;;1;;;1;;;;;
TXcVQfX4J0NqKRqgDBgWOA;Cleveland;-0.00023048112935753384;Marco's Pizza;6;4.0;Restaurants,Pizza;;;1;;;;;;;
Uww9-q-q2x9PDNqCbA0hzg;Cleveland;-0.0009219245174301354;Sacred Hour Wellness Spa;22;5.0;Beauty & Spas,Reiki,Massage Therapy,Day Spas,Health & Medical,Reflexology;1;1;;;;;;;;
iGwJaUzuMNrdnTOBnqtmLA;Cleveland;-0.00023048112935753384;LOVLOX;6;5.0;Hair Salons,Beauty & Spas;;1;;;;;;;;
Vfdh93_ziz2BIcCmqPG6Gg;Cleveland;-5.762028233938346e-05;Great Northern Shoe Repair;3;3.5;Shopping,Health & Medical,Orthotics,Local Services,Mobile Phones,Local Flavor,Shoe Repair;1;1;;;;;;;;
d6CPd6Rg__Hw-5ArLQ_k4Q;Cleveland;3.602309663804982e-05;Candlewood Suites Cleveland-N. Olmsted;12;3.5;Hotels,Event Planning & Services,Hotels & Travel,Venues & Event Spaces;1;;;;;1;;;;
bgz3u3bhqck2nf7W7iVREQ;Cleveland;-7.716853239368355e-05;NTB - National Tire & Battery;3;2.0;Auto Repair,Automotive,Shopping,Tires,Battery Stores,Oil Change Stations;1;1;;;;;;;;
mNG2OaKvnAABdLxODErnvA;Cleveland;-0.000134788814733067;Shaker Square Dry Cleaners & Tailoring;6;3.5;Sewing & Alterations,Dry Cleaning,Bridal,Fashion,Laundry Services,Local Services,Dry Cleaning & Laundry,Shopping;1;1;;;;;;;;
vdocaPsNLvbGJFF4ARzbzA;Cleveland;-5.762028233938346e-05;Burger King;3;1.5;Burgers,Restaurants,Fast Food,Hot Dogs;;;1;;;;;;;
JYVCQhZU4g-vXrISzUJFUA;Cleveland;-0.00017286084701815038;Benny's Sports Cafe;4;2.5;Chicken Wings,Nightlife,Restaurants,Food,Sports Bars,Beer,Wine & Spirits,Latin American,Burgers,Bars;;;1;1;;;;;;
6lgkTtACpJR5Kijkc050KQ;Cleveland;-0.000943521703131469;Dragon Garden Restaurant;34;3.5;Japanese,Restaurants,Sushi Bars,Chinese;;;1;;;;;;;
go_uJsNgk2WCRtl5m-v72g;Cleveland;-0.0018068014703987042;Olive Garden Italian Restaurant;39;3.5;Italian,Nightlife,Bars,Salad,Wine Bars,Restaurants;;;1;1;;;;;;
9Jds-eBvF7MvmR38jxcWvw;Cleveland;-0.0003076496617512174;Sassy Nails & Spa;10;4.5;Nail Salons,Beauty & Spas;;1;;;;;;;;
4neSxKuKuKAlTEAqnj7eOA;Cleveland;-0.00011524056467876692;Graziana Tailoring;4;5.0;Sewing & Alterations,Local Services;;1;;;;;;;;
mXUw6puxePIzuqE37-t8Vg;Cleveland;-0.0003076496617512174;Approved Plumbing;10;5.0;Home Services,Water Heater Installation/Repair,Plumbing,Heating & Air Conditioning/HVAC,Contractors;1;;;;;;;;;
1uP_zBaJlawlIGQ8kaLraA;Cleveland;-0.000134788814733067;Fyodor Bridal Atelier;6;3.5;Women's Clothing,Fashion,Accessories,Bridal,Shopping;1;1;;;;;;;;
6oZoFYdbvwqyk4gnkzJnqA;Cleveland;0.0003982196372581003;Hampton Inn;18;3.5;Hotels,Event Planning & Services,Hotels & Travel;1;;;;;;;;;
xoid0smKe94o8vbA_E7O3g;Cleveland;-0.000134788814733067;Anna's Sewing Center;4;3.0;Education,Specialty Schools,Arts & Crafts,Local Services,Sewing & Alterations,Fabric Stores,Shopping;1;1;;;;;;;;
nEMUUOvFB2Vi90uiF4rlCg;Cleveland;-0.003252430868000875;Scooter's Dawghouse;96;4.5;Restaurants,Ice Cream & Frozen Yogurt,Hot Dogs,Food,American (New);;;1;;;;;;;
EOghCHtoyxJQnVZnvKxmNQ;Cleveland;-0.0023644805115617556;Dianna's Deli & Restaurant;55;2.5;Restaurants,Delis,Diners,Breakfast & Brunch;;;1;;;;;;;
f7LQwNbiDmcmWQSW54ReTA;Cleveland;-0.00011524056467876692;California Salads & Catering;3;2.5;Caterers,American (New),Restaurants,Event Planning & Services,Salad;1;;1;;;;;;;
v71Ezmd47-ze9HIo2ikQVA;Cleveland;-0.00011524056467876692;Concealed Carry Courses;3;3.5;Specialty Schools,Firearm Training,Education;1;;;;;;;;;
E0J3fOghOem_gF1CuIublw;Cleveland;-0.000269577629466134;Massage Envy - Beachwood;9;1.5;Massage,Beauty & Spas,Day Spas,Skin Care;;1;;;;;;;;
rJuX23MG0SH9moT46iozNA;Cleveland;-0.000134788814733067;Wine & Canvas;4;5.0;Arts & Entertainment,Paint & Sip;;1;;;;;;;;
